distance,speed,frame
1818.856,236,1209
1821.489,238,1210
1824.133,238,1211
1826.789,240,1212
1829.456,240,1213
1832.122,240,1214
1834.8,242,1215
1837.489,242,1216
1840.183,243,1217
1842.883,243,1218
1845.583,243,1219
1848.294,245,1220
1851.017,245,1221
1853.744,246,1222
1856.478,246,1223
1859.211,246,1224
1861.956,248,1225
1864.711,248,1226
1867.472,249,1227
1870.239,249,1228
1873.006,249,1229
1875.783,251,1230
1878.572,251,1231
1881.367,252,1232
1884.167,252,1233
1886.967,252,1234
1889.772,253,1235
1892.583,253,1236
1895.394,253,1237
1898.206,253,1238
1901.017,253,1239
1903.828,253,1240
1906.639,253,1241
1909.45,253,1242
1912.261,253,1243
1915.072,253,1244
1917.883,253,1245
1920.694,253,1246
1923.511,254,1247
1926.333,254,1248
1929.156,254,1249
1931.983,255,1250
1934.817,255,1251
1937.656,256,1252
1940.5,256,1253
1943.344,256,1254
1946.189,256,1255
1949.033,256,1256
1951.883,257,1257
1954.739,257,1258
1957.594,257,1259
1960.456,258,1260
1963.322,258,1261
1966.194,259,1262
1969.072,259,1263
1971.95,259,1264
1974.839,261,1265
1977.739,261,1266
1980.644,262,1267
1983.556,262,1268
1986.467,262,1269
1989.394,265,1270
1992.339,265,1271
1995.289,266,1272
1998.244,266,1273
2001.2,266,1274
2004.161,267,1275
2007.128,267,1276
2010.106,269,1277
2013.094,269,1278
2016.083,269,1279
2019.072,269,1280
2022.061,269,1281
2025.061,271,1282
2028.072,271,1283
2031.083,271,1284
2034.106,273,1285
2037.139,273,1286
2040.178,274,1287
2043.222,274,1288
2046.267,274,1289
2049.317,275,1290
2052.372,275,1291
2055.433,276,1292
2058.5,276,1293
2061.567,276,1294
2064.644,278,1295
2067.733,278,1296
2070.822,278,1297
2073.911,278,1298
2077.0,278,1299
2080.083,277,1300
2083.161,277,1301
2086.217,273,1302
2089.25,273,1303
2092.283,273,1304
2095.294,269,1305
2098.283,269,1306
2101.256,266,1307
2104.211,266,1308
2107.167,266,1309
2110.089,260,1310
2112.978,260,1311
2115.833,254,1312
2118.656,254,1313
2121.478,254,1314
2124.267,248,1315
2127.022,248,1316
2129.744,242,1317
2132.433,242,1318
2135.122,242,1319
2137.778,236,1320
2140.4,236,1321
2142.989,230,1322
2145.544,230,1323
2148.1,230,1324
2150.644,228,1325
2153.178,228,1326
2155.7,226,1327
2158.211,226,1328
2160.722,226,1329
2163.228,225,1330
2165.728,225,1331
2168.217,223,1332
2170.694,223,1333
2173.172,223,1334
2175.644,222,1335
2178.111,222,1336
2180.567,220,1337
2183.011,220,1338
2185.456,220,1339
2187.889,218,1340
2190.311,218,1341
2192.717,215,1342
2195.106,215,1343
2197.494,215,1344
2199.878,214,1345
2202.256,214,1346
2204.622,212,1347
2206.978,212,1348
2209.333,212,1349
2211.683,211,1350
2214.028,211,1351
2216.356,208,1352
2218.667,208,1353
2220.978,208,1354
2223.278,206,1355
2225.567,206,1356
2227.844,204,1357
2230.111,204,1358
2232.378,204,1359
2234.628,201,1360
2236.861,201,1361
2239.078,198,1362
2241.278,198,1363
2243.478,198,1364
2245.661,195,1365
2247.828,195,1366
2249.972,191,1367
2252.094,191,1368
2254.217,191,1369
2256.322,188,1370
2258.411,188,1371
2260.489,186,1372
2262.556,186,1373
2264.622,186,1374
2266.678,184,1375
2268.722,184,1376
2270.756,182,1377
2272.778,182,1378
2274.8,182,1379
2276.811,180,1380
2278.811,180,1381
2280.794,177,1382
2282.761,177,1383
2284.728,177,1384
2286.683,175,1385
2288.628,175,1386
2290.567,174,1387
2292.5,174,1388
2294.433,174,1389
2296.361,173,1390
2298.283,173,1391
2300.2,172,1392
2302.111,172,1393
2304.022,172,1394
2305.928,171,1395
2307.828,171,1396
2309.728,171,1397
2311.628,171,1398
2313.528,171,1399
2315.422,170,1400
2317.311,170,1401
2319.206,171,1402
2321.106,171,1403
2323.006,171,1404
2324.911,172,1405
2326.822,172,1406
2328.739,173,1407
2330.661,173,1408
2332.583,173,1409
2334.506,173,1410
2336.428,173,1411
2338.356,174,1412
2340.289,174,1413
2342.222,174,1414
2344.161,175,1415
2346.106,175,1416
2348.05,175,1417
2349.994,175,1418
2351.939,175,1419
2353.894,177,1420
2355.861,177,1421
2357.833,178,1422
2359.811,178,1423
2361.789,178,1424
2363.772,179,1425
2365.761,179,1426
2367.75,179,1427
2369.739,179,1428
2371.728,179,1429
2373.722,180,1430
2375.722,180,1431
2377.728,181,1432
2379.739,181,1433
2381.75,181,1434
2383.767,182,1435
2385.789,182,1436
2387.817,183,1437
2389.85,183,1438
2391.883,183,1439
2393.928,185,1440
2395.983,185,1441
2398.044,186,1442
2400.111,186,1443
2402.178,186,1444
2404.25,187,1445
2406.328,187,1446
2408.411,188,1447
2410.5,188,1448
2412.589,188,1449
2414.683,189,1450
2416.783,189,1451
2418.894,191,1452
2421.017,191,1453
2423.139,191,1454
2425.261,191,1455
2427.383,191,1456
2429.506,191,1457
2431.628,191,1458
2433.75,191,1459
2435.872,191,1460
2437.994,191,1461
2440.117,191,1462
2442.239,191,1463
2444.361,191,1464
2446.483,191,1465
2448.606,191,1466
2450.733,192,1467
2452.867,192,1468
2455.0,192,1469
2457.139,193,1470
2459.283,193,1471
2461.433,194,1472
2463.589,194,1473
2465.744,194,1474
2467.906,195,1475
2470.072,195,1476
2472.25,197,1477
2474.439,197,1478
2476.628,197,1479
2478.822,198,1480
2481.022,198,1481
2483.233,200,1482
2485.456,200,1483
2487.678,200,1484
2489.911,202,1485
